Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
11,Rhode Island,transit_stations_percent_change_from_baseline,-18.96428571,-20.28787765,inf,-15.42679225
12,Rhode Island,transit_stations_percent_change_from_baseline,-23.5452381,-22.13223016,inf,-17.88229648
13,Rhode Island,transit_stations_percent_change_from_baseline,-29.43095238,-23.97658268,inf,-20.42721219
14,Rhode Island,transit_stations_percent_change_from_baseline,-32.15952381,-25.82093519,inf,-23.04167016
15,Rhode Island,transit_stations_percent_change_from_baseline,-35.92142857,-27.66528771,inf,-25.70580119
16,Rhode Island,transit_stations_percent_change_from_baseline,-40.30238095,-29.50964022,inf,-28.39973603
17,Rhode Island,transit_stations_percent_change_from_baseline,-44.38095238,-31.35399273,inf,-31.10360549
18,Rhode Island,transit_stations_percent_change_from_baseline,-46.35714286,-33.19834525,inf,-33.79754034
19,Rhode Island,transit_stations_percent_change_from_baseline,-48.49047619,-35.04269776,inf,-36.46167136
20,Rhode Island,transit_stations_percent_change_from_baseline,-49.03333333,-36.88705027,inf,-39.07612934
21,Rhode Island,transit_stations_percent_change_from_baseline,-49.86666667,-38.73140279,inf,-41.62104505
22,Rhode Island,transit_stations_percent_change_from_baseline,-51.43809524,-40.5757553,inf,-44.07654928
23,Rhode Island,transit_stations_percent_change_from_baseline,-53.58095238,-42.42010781,inf,-46.42277281
24,Rhode Island,transit_stations_percent_change_from_baseline,-53.80952381,-44.26446033,inf,-48.63984642
25,Rhode Island,transit_stations_percent_change_from_baseline,-53.04761905,-46.10881284,inf,-50.70790089
26,Rhode Island,transit_stations_percent_change_from_baseline,-53.33333333,-47.95316536,inf,-52.607067
27,Rhode Island,transit_stations_percent_change_from_baseline,-54.01904762,-49.79751787,inf,-54.31747555
28,Rhode Island,transit_stations_percent_change_from_baseline,-56.14285714,-51.64187038,inf,-55.8192573
29,Rhode Island,transit_stations_percent_change_from_baseline,-56.80952381,-53.4862229,inf,-57.09254304
30,Rhode Island,transit_stations_percent_change_from_baseline,-55.76190476,-55.33057541,inf,-58.11746355
31,Rhode Island,transit_stations_percent_change_from_baseline,-54.9547619,-57.17492792,inf,-58.87414961
32,Rhode Island,transit_stations_percent_change_from_baseline,-55.06190476,-59.01928044,inf,-59.34273201
33,Rhode Island,transit_stations_percent_change_from_baseline,-55.54761905,-60.86363295,inf,-59.50334153
34,Rhode Island,transit_stations_percent_change_from_baseline,-56.6047619,-60.58939712,,-59.49550088
35,Rhode Island,transit_stations_percent_change_from_baseline,-56.03333333,-60.31516129,,-59.47219157
36,Rhode Island,transit_stations_percent_change_from_baseline,-56.03333333,-60.04092546,,-59.43373253
37,Rhode Island,transit_stations_percent_change_from_baseline,-57.58095238,-59.76668963,,-59.38044271
38,Rhode Island,transit_stations_percent_change_from_baseline,-61.2452381,-59.4924538,,-59.31264106
39,Rhode Island,transit_stations_percent_change_from_baseline,-61.78095238,-59.21821797,,-59.2306465
40,Rhode Island,transit_stations_percent_change_from_baseline,-62.15238095,-58.94398214,,-59.13477798
41,Rhode Island,transit_stations_percent_change_from_baseline,-61.15238095,-58.66974631,,-59.02535445
42,Rhode Island,transit_stations_percent_change_from_baseline,-61.60952381,-58.39551048,,-58.90269485
43,Rhode Island,transit_stations_percent_change_from_baseline,-62.19285714,-58.12127464,,-58.76711811
44,Rhode Island,transit_stations_percent_change_from_baseline,-61.05,-57.84703881,,-58.61894318
45,Rhode Island,transit_stations_percent_change_from_baseline,-58.73571429,-57.57280298,,-58.458489
46,Rhode Island,transit_stations_percent_change_from_baseline,-60.29285714,-57.29856715,,-58.28607451
47,Rhode Island,transit_stations_percent_change_from_baseline,-60.20714286,-57.02433132,,-58.10201866
48,Rhode Island,transit_stations_percent_change_from_baseline,-60.43571429,-56.75009549,,-57.90664038
49,Rhode Island,transit_stations_percent_change_from_baseline,-61.29285714,-56.47585966,,-57.70025861
50,Rhode Island,transit_stations_percent_change_from_baseline,-59.75714286,-56.20162383,,-57.48319231
51,Rhode Island,transit_stations_percent_change_from_baseline,-60.59047619,-55.927388,,-57.2557604
52,Rhode Island,transit_stations_percent_change_from_baseline,-61.47619048,-55.65315217,,-57.01828184
53,Rhode Island,transit_stations_percent_change_from_baseline,-59.7047619,-55.37891634,,-56.77107556
54,Rhode Island,transit_stations_percent_change_from_baseline,-58.64761905,-55.10468051,,-56.5144605
55,Rhode Island,transit_stations_percent_change_from_baseline,-58.87619048,-54.83044468,,-56.24875561
56,Rhode Island,transit_stations_percent_change_from_baseline,-56.9047619,-54.55620884,,-55.97427982
57,Rhode Island,transit_stations_percent_change_from_baseline,-55.26190476,-54.28197301,,-55.69135209
58,Rhode Island,transit_stations_percent_change_from_baseline,-52.35714286,-54.00773718,,-55.40029134
59,Rhode Island,transit_stations_percent_change_from_baseline,-49.44285714,-53.73350135,,-55.10141653
60,Rhode Island,transit_stations_percent_change_from_baseline,-47.76428571,-53.45926552,,-54.79504659
61,Rhode Island,transit_stations_percent_change_from_baseline,-47.45,-53.18502969,,-54.48150046
62,Rhode Island,transit_stations_percent_change_from_baseline,-45.25,-52.91079386,,-54.16109709
63,Rhode Island,transit_stations_percent_change_from_baseline,-45.19285714,-52.63655803,,-53.83415542
64,Rhode Island,transit_stations_percent_change_from_baseline,-47.21666667,-52.3623222,,-53.50099439
65,Rhode Island,transit_stations_percent_change_from_baseline,-47.69285714,-52.08808637,,-53.16193294
66,Rhode Island,transit_stations_percent_change_from_baseline,-48.95,-51.81385054,,-52.81729002
67,Rhode Island,transit_stations_percent_change_from_baseline,-49.91428571,-51.53961471,,-52.46738456
68,Rhode Island,transit_stations_percent_change_from_baseline,-48.68571429,-51.26537888,,-52.1125355
69,Rhode Island,transit_stations_percent_change_from_baseline,-48.97142857,-50.99114305,,-51.75306179
70,Rhode Island,transit_stations_percent_change_from_baseline,-48.37142857,-50.71690721,,-51.38928237
71,Rhode Island,transit_stations_percent_change_from_baseline,-46.27619048,-50.44267138,,-51.02151618
72,Rhode Island,transit_stations_percent_change_from_baseline,-45.99047619,-50.16843555,,-50.65008217
73,Rhode Island,transit_stations_percent_change_from_baseline,-44.23333333,-49.89419972,,-50.27529926
74,Rhode Island,transit_stations_percent_change_from_baseline,-44.75714286,-49.61996389,,-49.89748642
75,Rhode Island,transit_stations_percent_change_from_baseline,-45.64285714,-49.34572806,,-49.51696256
76,Rhode Island,transit_stations_percent_change_from_baseline,-46.26190476,-49.07149223,,-49.13404665
77,Rhode Island,transit_stations_percent_change_from_baseline,-45.64285714,-48.7972564,,-48.74905762
78,Rhode Island,transit_stations_percent_change_from_baseline,-47.78571429,-48.52302057,,-48.36231441
79,Rhode Island,transit_stations_percent_change_from_baseline,-47.16666667,-48.24878474,,-47.97413596
80,Rhode Island,transit_stations_percent_change_from_baseline,-50.5952381,-47.97454891,,-47.58484122
81,Rhode Island,transit_stations_percent_change_from_baseline,-50.64285714,-47.70031308,,-47.19474912
82,Rhode Island,transit_stations_percent_change_from_baseline,-49.97619048,-47.42607725,,-46.80417861
83,Rhode Island,transit_stations_percent_change_from_baseline,-49.73809524,-47.15184142,,-46.41344863
84,Rhode Island,transit_stations_percent_change_from_baseline,-49.21428571,-46.87760558,,-46.02287812
85,Rhode Island,transit_stations_percent_change_from_baseline,-44.28571429,-46.60336975,,-45.63278602
86,Rhode Island,transit_stations_percent_change_from_baseline,-43.9047619,-46.32913392,,-45.24349128
87,Rhode Island,transit_stations_percent_change_from_baseline,-40.9047619,-46.05489809,,-44.85531283
88,Rhode Island,transit_stations_percent_change_from_baseline,-39.76190476,-45.78066226,,-44.46856962
89,Rhode Island,transit_stations_percent_change_from_baseline,-39.80952381,-45.50642643,,-44.08358058
90,Rhode Island,transit_stations_percent_change_from_baseline,-39.07142857,-45.2321906,,-43.70066467
91,Rhode Island,transit_stations_percent_change_from_baseline,-38.30952381,-44.95795477,,-43.32014082
92,Rhode Island,transit_stations_percent_change_from_baseline,-40,-44.68371894,,-42.94232797
93,Rhode Island,transit_stations_percent_change_from_baseline,-39.85714286,-44.40948311,,-42.56754507
94,Rhode Island,transit_stations_percent_change_from_baseline,-39.57142857,-44.13524728,,-42.19611105
95,Rhode Island,transit_stations_percent_change_from_baseline,-39.57142857,-43.86101145,,-41.82834486
96,Rhode Island,transit_stations_percent_change_from_baseline,-39.19047619,-43.58677562,,-41.46456544
97,Rhode Island,transit_stations_percent_change_from_baseline,-37.91904762,-43.31253979,,-41.10509174
98,Rhode Island,transit_stations_percent_change_from_baseline,-38.96666667,-43.03830395,,-40.75024268
99,Rhode Island,transit_stations_percent_change_from_baseline,-37.34761905,-42.76406812,,-40.40033722
100,Rhode Island,transit_stations_percent_change_from_baseline,-34.65714286,-42.48983229,,-40.05569429
101,Rhode Island,transit_stations_percent_change_from_baseline,-34.51428571,-42.21559646,,-39.71663284
102,Rhode Island,transit_stations_percent_change_from_baseline,-33.72857143,-41.94136063,,-39.38347181
103,Rhode Island,transit_stations_percent_change_from_baseline,-33.44285714,-41.6671248,,-39.05653014
104,Rhode Island,transit_stations_percent_change_from_baseline,-34.14285714,-41.39288897,,-38.73612677
105,Rhode Island,transit_stations_percent_change_from_baseline,-33.92857143,-41.11865314,,-38.42258065
106,Rhode Island,transit_stations_percent_change_from_baseline,-34.78571429,-40.84441731,,-38.11621071
107,Rhode Island,transit_stations_percent_change_from_baseline,-35.14285714,-40.57018148,,-37.8173359
108,Rhode Island,transit_stations_percent_change_from_baseline,-35.28571429,-40.29594565,,-37.52627515
109,Rhode Island,transit_stations_percent_change_from_baseline,-35.57142857,-40.02170982,,-37.24334741
110,Rhode Island,transit_stations_percent_change_from_baseline,-35.71428571,-39.74747399,,-36.96887163
111,Rhode Island,transit_stations_percent_change_from_baseline,-35.42857143,-39.47323816,,-36.70316674
112,Rhode Island,transit_stations_percent_change_from_baseline,-35.35714286,-39.19900232,,-36.44655168
113,Rhode Island,transit_stations_percent_change_from_baseline,-35.85714286,-38.92476649,,-36.1993454
114,Rhode Island,transit_stations_percent_change_from_baseline,-36.71428571,-38.65053066,,-35.96186683
115,Rhode Island,transit_stations_percent_change_from_baseline,-36.92857143,-38.37629483,,-35.73443493
116,Rhode Island,transit_stations_percent_change_from_baseline,-37.21428571,-38.102059,,-35.51736862
117,Rhode Island,transit_stations_percent_change_from_baseline,-37.21428571,-37.82782317,,-35.31098686
118,Rhode Island,transit_stations_percent_change_from_baseline,-36.57142857,-37.55358734,,-35.11560858
119,Rhode Island,transit_stations_percent_change_from_baseline,-36.21428571,-37.27935151,,-34.93155272
120,Rhode Island,transit_stations_percent_change_from_baseline,-35.71428571,-37.00511568,,-34.75913824
121,Rhode Island,transit_stations_percent_change_from_baseline,-34.14285714,-36.73087985,,-34.59868406
122,Rhode Island,transit_stations_percent_change_from_baseline,-33.71428571,-36.45664402,,-34.45050913
123,Rhode Island,transit_stations_percent_change_from_baseline,-33.5,-36.18240819,,-34.31493239
124,Rhode Island,transit_stations_percent_change_from_baseline,-33.42857143,-35.90817236,,-34.19227278
125,Rhode Island,transit_stations_percent_change_from_baseline,-34.21428571,-35.63393653,,-34.08284925
126,Rhode Island,transit_stations_percent_change_from_baseline,-33.71428571,-35.35970069,,-33.98698074
127,Rhode Island,transit_stations_percent_change_from_baseline,-33.42857143,-35.08546486,,-33.90498618
128,Rhode Island,transit_stations_percent_change_from_baseline,-33.64285714,-34.81122903,,-33.83718452
129,Rhode Island,transit_stations_percent_change_from_baseline,-33.92857143,-34.5369932,,-33.7838947
130,Rhode Island,transit_stations_percent_change_from_baseline,-34.07142857,-34.26275737,,-33.74543567
131,Rhode Island,transit_stations_percent_change_from_baseline,-34.14285714,-33.98852154,,-33.72212636
132,Rhode Island,transit_stations_percent_change_from_baseline,-33.71428571,-33.71428571,,-33.71428571
133,Rhode Island,transit_stations_percent_change_from_baseline,-33.66666667,-33.44004988,,-33.71428571
134,Rhode Island,transit_stations_percent_change_from_baseline,-32.23809524,-33.16581405,,-33.71428571
135,Rhode Island,transit_stations_percent_change_from_baseline,-32.30952381,-32.89157822,,-33.71428571
136,Rhode Island,transit_stations_percent_change_from_baseline,-31.45238095,-32.61734239,,-33.71428571
137,Rhode Island,transit_stations_percent_change_from_baseline,-31.23809524,-32.34310656,,-33.71428571
138,Rhode Island,transit_stations_percent_change_from_baseline,-31.23809524,-32.06887073,,-33.71428571
139,Rhode Island,transit_stations_percent_change_from_baseline,-31.73809524,-31.79463489,,-33.71428571
140,Rhode Island,transit_stations_percent_change_from_baseline,-32.64285714,-31.52039906,,-33.71428571
141,Rhode Island,transit_stations_percent_change_from_baseline,-33.71428571,-31.24616323,,-33.71428571
142,Rhode Island,transit_stations_percent_change_from_baseline,-34.52380952,-30.9719274,,-33.71428571
143,Rhode Island,transit_stations_percent_change_from_baseline,-34.52380952,-30.69769157,,-33.71428571
144,Rhode Island,transit_stations_percent_change_from_baseline,-35.0952381,-30.42345574,,-33.71428571
145,Rhode Island,transit_stations_percent_change_from_baseline,-35.30952381,-30.14921991,,-33.71428571
146,Rhode Island,transit_stations_percent_change_from_baseline,-35.88095238,-29.87498408,,-33.71428571
147,Rhode Island,transit_stations_percent_change_from_baseline,-36.0952381,-29.60074825,,-33.71428571
148,Rhode Island,transit_stations_percent_change_from_baseline,-36.66666667,-29.32651242,,-33.71428571
149,Rhode Island,transit_stations_percent_change_from_baseline,-36.78571429,-29.05227659,,-33.71428571
150,Rhode Island,transit_stations_percent_change_from_baseline,-36.92857143,-28.77804076,,-33.71428571
151,Rhode Island,transit_stations_percent_change_from_baseline,-37.64285714,-28.50380493,,-33.71428571
152,Rhode Island,transit_stations_percent_change_from_baseline,-37.85714286,-28.2295691,,-33.71428571
0,South Carolina,transit_stations_percent_change_from_baseline,-0.802649731,0,-10.05640735,0
1,South Carolina,transit_stations_percent_change_from_baseline,-4.345107274,-2.700524936,-11.1004481,-0.497560413
2,South Carolina,transit_stations_percent_change_from_baseline,-8.178440607,-5.401049873,-12.2264365,-1.897672271
3,South Carolina,transit_stations_percent_change_from_baseline,-13.18210361,-8.101574809,-13.44080471,-4.061481507
4,South Carolina,transit_stations_percent_change_from_baseline,-17.11616954,-10.80209975,-14.75048972,-6.850134051
5,South Carolina,transit_stations_percent_change_from_baseline,-20.18131868,-13.50262468,-16.16297304,-10.12477584
6,South Carolina,transit_stations_percent_change_from_baseline,-22.61355311,-16.20314962,-17.68632339,-13.74655279
7,South Carolina,transit_stations_percent_change_from_baseline,-24.69047619,-18.90367456,-19.32924282,-17.57661085
8,South Carolina,transit_stations_percent_change_from_baseline,-26.4047619,-21.60419949,-21.10111642,-21.47609594
9,South Carolina,transit_stations_percent_change_from_baseline,-28.26190476,-24.30472443,-23.01206589,-25.306154
10,South Carolina,transit_stations_percent_change_from_baseline,-29.496337,-27.00524936,-25.07300744,-28.92793096
11,South Carolina,transit_stations_percent_change_from_baseline,-29.60989011,-29.7057743,-27.29571407,-32.20257274
12,South Carolina,transit_stations_percent_change_from_baseline,-30.06684982,-32.40629924,-29.69288285,-34.99122529
13,South Carolina,transit_stations_percent_change_from_baseline,-30.24267399,-35.10682417,-32.27820748,-37.15503452
14,South Carolina,transit_stations_percent_change_from_baseline,-30.57234432,-37.80734911,-35.06645646,-38.55514638
15,South Carolina,transit_stations_percent_change_from_baseline,-31.05586081,-40.50787405,-38.07355751,-39.0527068
16,South Carolina,transit_stations_percent_change_from_baseline,-31.66208791,-39.83544062,-37.53668398,-39.0242663
17,South Carolina,transit_stations_percent_change_from_baseline,-32.20787546,-39.16300719,-36.9998362,-38.94007117
18,South Carolina,transit_stations_percent_change_from_baseline,-32.69871795,-38.49057376,-36.46301418,-38.80181094
19,South Carolina,transit_stations_percent_change_from_baseline,-33.03375196,-37.81814033,-35.92621791,-38.61117515
20,South Carolina,transit_stations_percent_change_from_baseline,-33.74803768,-37.14570691,-35.3894474,-38.36985332
21,South Carolina,transit_stations_percent_change_from_baseline,-34.20957614,-36.47327348,-34.85270264,-38.079535
22,South Carolina,transit_stations_percent_change_from_baseline,-35.04474097,-35.80084005,-34.31598364,-37.74190972
23,South Carolina,transit_stations_percent_change_from_baseline,-35.79199372,-35.12840662,-33.77929038,-37.358667
24,South Carolina,transit_stations_percent_change_from_baseline,-37.22056515,-34.45597319,-33.24262288,-36.9314964
25,South Carolina,transit_stations_percent_change_from_baseline,-38.13448456,-33.78353977,-32.70598112,-36.46208743
26,South Carolina,transit_stations_percent_change_from_baseline,-37.85897436,-33.11110634,-32.16936511,-35.95212964
27,South Carolina,transit_stations_percent_change_from_baseline,-37.2985348,-32.43867291,-31.63277485,-35.40331256
28,South Carolina,transit_stations_percent_change_from_baseline,-36.48443223,-31.76623948,-31.09621033,-34.81732572
29,South Carolina,transit_stations_percent_change_from_baseline,-35.36355311,-31.09380605,-30.55967155,-34.19585867
30,South Carolina,transit_stations_percent_change_from_baseline,-33.87197802,-30.42137262,-30.02315852,-33.54060092
31,South Carolina,transit_stations_percent_change_from_baseline,-31.98186813,-29.7489392,-29.48667123,-32.85324202
32,South Carolina,transit_stations_percent_change_from_baseline,-30.86282051,-29.07650577,-28.95020968,-32.1354715
33,South Carolina,transit_stations_percent_change_from_baseline,-29.59009324,-28.40407234,-28.41377386,-31.3889789
34,South Carolina,transit_stations_percent_change_from_baseline,-28.79888445,-27.73163891,-27.87736379,-30.61545375
35,South Carolina,transit_stations_percent_change_from_baseline,-29.24956472,-27.05920548,-27.34097945,-29.81658558
36,South Carolina,transit_stations_percent_change_from_baseline,-29.09571857,-26.38677206,-26.80462084,-28.99406394
37,South Carolina,transit_stations_percent_change_from_baseline,-28.25762333,-25.71433863,-26.26828797,-28.14957834
38,South Carolina,transit_stations_percent_change_from_baseline,-27.1257552,-25.0419052,-25.73198084,-27.28481833
39,South Carolina,transit_stations_percent_change_from_baseline,-25.91146948,-24.36947177,-25.19569943,-26.40147345
40,South Carolina,transit_stations_percent_change_from_baseline,-25.68419676,-23.69703834,-24.65944375,-25.50123322
41,South Carolina,transit_stations_percent_change_from_baseline,-25.40947148,-23.02460491,-24.1232138,-24.58578718
42,South Carolina,transit_stations_percent_change_from_baseline,-24.81684982,-22.35217149,-23.58700958,-23.65682487
43,South Carolina,transit_stations_percent_change_from_baseline,-24.2044622,-21.67973806,-23.05083109,-22.71603581
44,South Carolina,transit_stations_percent_change_from_baseline,-23.2044622,-21.00730463,-22.51467832,-21.76510955
45,South Carolina,transit_stations_percent_change_from_baseline,-22.34731935,-20.3348712,-21.97855127,-20.80573562
46,South Carolina,transit_stations_percent_change_from_baseline,-22.35922411,-19.66243777,-21.44244995,-19.83960355
47,South Carolina,transit_stations_percent_change_from_baseline,-22.48260073,-18.99000435,-20.90637435,-18.86840288
48,South Carolina,transit_stations_percent_change_from_baseline,-22.02106227,-18.31757092,-20.37032446,-17.89382314
49,South Carolina,transit_stations_percent_change_from_baseline,-21.17490842,-17.64513749,-19.8343003,-16.91755386
50,South Carolina,transit_stations_percent_change_from_baseline,-20.50158175,-16.97270406,-19.29830185,-15.94128459
51,South Carolina,transit_stations_percent_change_from_baseline,-19.7039627,-16.30027063,-18.76232913,-14.96670485
52,South Carolina,transit_stations_percent_change_from_baseline,-19.43123543,-15.6278372,-18.22638211,-13.99550417
53,South Carolina,transit_stations_percent_change_from_baseline,-18.28729604,-14.95540378,-17.69046081,-13.02937211
54,South Carolina,transit_stations_percent_change_from_baseline,-17.26596023,-14.28297035,-17.15456522,-12.06999817
55,South Carolina,transit_stations_percent_change_from_baseline,-16.62859759,-13.61053692,-16.61869535,-11.11907191
56,South Carolina,transit_stations_percent_change_from_baseline,-15.60818943,-12.93810349,-16.08285118,-10.17828286
57,South Carolina,transit_stations_percent_change_from_baseline,-14.89298796,-12.26567006,-15.54703273,-9.249320546
58,South Carolina,transit_stations_percent_change_from_baseline,-13.9763213,-11.59323664,-15.01123998,-8.333874508
59,South Carolina,transit_stations_percent_change_from_baseline,-13.44904857,-10.92080321,-14.47547294,-7.433634279
60,South Carolina,transit_stations_percent_change_from_baseline,-13.30818943,-10.24836978,-13.9397316,-6.550289393
61,South Carolina,transit_stations_percent_change_from_baseline,-13.14492412,-9.575936351,-13.40401597,-5.685529386
62,South Carolina,transit_stations_percent_change_from_baseline,-13.03594976,-8.903502923,-12.86832603,-4.841043791
63,South Carolina,transit_stations_percent_change_from_baseline,-12.37503925,-8.231069495,-12.33266181,-4.018522143
64,South Carolina,transit_stations_percent_change_from_baseline,-10.69646782,-7.558636067,-11.79702328,-3.219653976
65,South Carolina,transit_stations_percent_change_from_baseline,-8.910753532,-6.886202639,-11.26141045,-2.446128825
66,South Carolina,transit_stations_percent_change_from_baseline,-7.341705913,-6.213769211,-10.72582332,-1.699636223
67,South Carolina,transit_stations_percent_change_from_baseline,-9.654282226,-5.541335783,-10.19026188,-0.981865706
68,South Carolina,transit_stations_percent_change_from_baseline,-8.263125763,-4.868902354,-9.654726144,-0.294506807
69,South Carolina,transit_stations_percent_change_from_baseline,-6.998473748,-4.196468926,-9.119216099,0.360750938
70,South Carolina,transit_stations_percent_change_from_baseline,-6.584554335,-3.524035498,-8.583731747,0.982217997
71,South Carolina,transit_stations_percent_change_from_baseline,-6.923382173,-2.85160207,-8.048273087,1.568204833
72,South Carolina,transit_stations_percent_change_from_baseline,-6.530525031,-2.179168642,-7.512840117,2.117021914
73,South Carolina,transit_stations_percent_change_from_baseline,-5.50996226,-1.506735214,-6.977432837,2.626979704
74,South Carolina,transit_stations_percent_change_from_baseline,-0.221361971,-0.834301785,-6.442051244,3.096388669
75,South Carolina,transit_stations_percent_change_from_baseline,-0.134781885,-0.161868357,-5.906695339,3.523559275
76,South Carolina,transit_stations_percent_change_from_baseline,1.304778555,0.510565071,-5.371365119,3.906801988
77,South Carolina,transit_stations_percent_change_from_baseline,2.435730936,1.182998499,-4.836060583,4.244427272
78,South Carolina,transit_stations_percent_change_from_baseline,3.499667,1.855431927,-4.30078173,4.534745594
79,South Carolina,transit_stations_percent_change_from_baseline,4.373043623,2.527865355,-3.76552856,4.77606742
80,South Carolina,transit_stations_percent_change_from_baseline,6.437978688,3.200298784,-3.23030107,4.966703214
81,South Carolina,transit_stations_percent_change_from_baseline,5.993822844,3.872732212,-2.695099259,5.104963443
82,South Carolina,transit_stations_percent_change_from_baseline,6.162654013,4.54516564,-2.159923126,5.189158573
83,South Carolina,transit_stations_percent_change_from_baseline,5.217599068,5.217599068,-1.624772671,5.217599068
84,South Carolina,transit_stations_percent_change_from_baseline,4.872360972,5.890032496,-1.089647891,5.217599068
85,South Carolina,transit_stations_percent_change_from_baseline,4.417815518,6.562465924,-0.554548785,5.217599068
86,South Carolina,transit_stations_percent_change_from_baseline,3.093140193,7.234899352,-0.019475353,5.217599068
87,South Carolina,transit_stations_percent_change_from_baseline,1.376689977,7.907332781,0.515572407,5.217599068
88,South Carolina,transit_stations_percent_change_from_baseline,0.885780886,8.579766209,1.050594496,5.217599068
89,South Carolina,transit_stations_percent_change_from_baseline,0.469197469,9.252199637,1.585590916,5.217599068
90,South Carolina,transit_stations_percent_change_from_baseline,0.414252414,9.924633065,2.120561668,5.217599068
91,South Carolina,transit_stations_percent_change_from_baseline,0.557109557,10.59706649,2.655506752,5.217599068
92,South Carolina,transit_stations_percent_change_from_baseline,1.037629038,11.26949992,3.190426171,5.217599068
93,South Carolina,transit_stations_percent_change_from_baseline,2.219447219,11.94193335,3.725319925,5.217599068
94,South Carolina,transit_stations_percent_change_from_baseline,1.20992341,12.61436678,4.260188015,5.217599068
95,South Carolina,transit_stations_percent_change_from_baseline,1.043689644,13.28680021,4.795030444,5.217599068
96,South Carolina,transit_stations_percent_change_from_baseline,1.478671329,13.95923363,5.329847211,5.217599068
97,South Carolina,transit_stations_percent_change_from_baseline,1.247902098,14.63166706,5.864638319,5.217599068
98,South Carolina,transit_stations_percent_change_from_baseline,1.795521146,15.30410049,6.399403768,5.217599068
99,South Carolina,transit_stations_percent_change_from_baseline,1.63967699,15.97653392,6.93414356,5.217599068
100,South Carolina,transit_stations_percent_change_from_baseline,0.678638029,16.64896735,7.468857696,5.217599068
101,South Carolina,transit_stations_percent_change_from_baseline,2.378638029,17.32140077,8.003546177,5.217599068
102,South Carolina,transit_stations_percent_change_from_baseline,2.674741925,17.9938342,8.538209005,5.217599068
103,South Carolina,transit_stations_percent_change_from_baseline,2.470529471,18.66626763,9.072846181,5.217599068
0,South Dakota,transit_stations_percent_change_from_baseline,0.476190476,0,-17.12043975,0
1,South Dakota,transit_stations_percent_change_from_baseline,-1,-1.272807018,-17.12043457,-0.161183916
2,South Dakota,transit_stations_percent_change_from_baseline,-4.761904762,-2.545614035,-17.12042379,-0.62359679
3,South Dakota,transit_stations_percent_change_from_baseline,-7.095238095,-3.818421053,-17.12040138,-1.35553031
4,South Dakota,transit_stations_percent_change_from_baseline,-6.857142857,-5.09122807,-17.12035479,-2.325276165
5,South Dakota,transit_stations_percent_change_from_baseline,-9.476190476,-6.364035088,-17.12025794,-3.501126043
6,South Dakota,transit_stations_percent_change_from_baseline,-11.42857143,-7.636842105,-17.12005658,-4.851371634
7,South Dakota,transit_stations_percent_change_from_baseline,-13.23809524,-8.909649123,-17.11963796,-6.344304626
8,South Dakota,transit_stations_percent_change_from_baseline,-16.76190476,-10.18245614,-17.11876762,-7.948216708
9,South Dakota,transit_stations_percent_change_from_baseline,-17.0952381,-11.45526316,-17.11695818,-9.631399568
10,South Dakota,transit_stations_percent_change_from_baseline,-18.85714286,-12.72807018,-17.11319633,-11.3621449
11,South Dakota,transit_stations_percent_change_from_baseline,-20.9047619,-14.00087719,-17.10537536,-13.10874438
12,South Dakota,transit_stations_percent_change_from_baseline,-22.33333333,-15.27368421,-17.08911542,-14.83948971
13,South Dakota,transit_stations_percent_change_from_baseline,-23.0952381,-16.54649123,-17.05531071,-16.52267257
14,South Dakota,transit_stations_percent_change_from_baseline,-24.0952381,-17.81929825,-16.9850301,-18.12658465
15,South Dakota,transit_stations_percent_change_from_baseline,-23.80952381,-19.09210526,-16.83891541,-19.61951764
16,South Dakota,transit_stations_percent_change_from_baseline,-25.9047619,-20.36491228,-16.5351403,-20.96976323
17,South Dakota,transit_stations_percent_change_from_baseline,-26.38095238,-21.6377193,-15.90358628,-22.14561311
18,South Dakota,transit_stations_percent_change_from_baseline,-26.57142857,-22.91052632,-14.59057388,-23.11535896
19,South Dakota,transit_stations_percent_change_from_baseline,-26.76190476,-24.18333333,-11.86079701,-23.84729248
20,South Dakota,transit_stations_percent_change_from_baseline,-26.57142857,-25.45614035,-6.18554085,-24.30970536
21,South Dakota,transit_stations_percent_change_from_baseline,-26.61904762,-26.72894737,5.613420811,-24.47088927
22,South Dakota,transit_stations_percent_change_from_baseline,-26.85714286,-26.22697368,5.613420811,-24.45848234
23,South Dakota,transit_stations_percent_change_from_baseline,-25.38095238,-25.725,5.613420811,-24.42154842
24,South Dakota,transit_stations_percent_change_from_baseline,-25.14285714,-25.22302632,5.613420811,-24.3605178
25,South Dakota,transit_stations_percent_change_from_baseline,-26.9047619,-24.72105263,5.613420811,-24.27582078
26,South Dakota,transit_stations_percent_change_from_baseline,-29.80952381,-24.21907895,5.613420811,-24.16788766
27,South Dakota,transit_stations_percent_change_from_baseline,-31.28571429,-23.71710526,5.613420811,-24.03714873
28,South Dakota,transit_stations_percent_change_from_baseline,-32.14285714,-23.21513158,5.613420811,-23.8840343
29,South Dakota,transit_stations_percent_change_from_baseline,-32.14285714,-22.7131579,5.613420811,-23.70897467
30,South Dakota,transit_stations_percent_change_from_baseline,-31.95238095,-22.21118421,5.613420811,-23.51240013
31,South Dakota,transit_stations_percent_change_from_baseline,-31.47619048,-21.70921053,5.613420811,-23.29474098
32,South Dakota,transit_stations_percent_change_from_baseline,-29.42857143,-21.20723684,5.613420811,-23.05642752
